age,gender,race,marital_status,occupation
66, Male,*,*, Farming-fishing
65, Female,*,*, Adm-clerical
35, Male,*,*, Transport-moving
41, Female,*,*, Sales
25, Male,*,*, Adm-clerical
33, Female,*,*, Craft-repair
28, Male,*,*, Prof-specialty
59, Male,*,*, Other-service
40, Female,*,*, Adm-clerical
41, Male,*,*, Exec-managerial
38, Male,*,*, Exec-managerial
23, Male,*,*, Transport-moving
40, Male,*,*, Prof-specialty
41, Female,*,*, Other-service
24, Male,*,*, Protective-serv
20, Male,*,*, ?
38, Male,*,*, Craft-repair
56, Male,*,*, Adm-clerical
58, Male,*,*, Adm-clerical
32, Female,*,*, Other-service
40, Male,*,*, Tech-support
45, Male,*,*, Adm-clerical
41, Female,*,*, Prof-specialty
42, Female,*,*, Adm-clerical
59, Female,*,*, Other-service
19, Male,*,*, Adm-clerical
58, Male,*,*, Transport-moving
42, Male,*,*, Farming-fishing
20, Female,*,*, Other-service
32, Female,*,*, Other-service
45, Female,*,*, Exec-managerial
50, Male,*,*, Craft-repair
36, Female,*,*, Prof-specialty
45, Male,*,*, Sales
17, Male,*,*, Other-service
59, Male,*,*, Sales
26, Male,*,*, Craft-repair
37, Male,*,*, Exec-managerial
19, Male,*,*, ?
64, Male,*,*, Exec-managerial
33, Female,*,*, Prof-specialty
33, Female,*,*, Craft-repair
61, Male,*,*, Exec-managerial
17, Male,*,*, Other-service
50, Male,*,*, Farming-fishing
27, Male,*,*, Prof-specialty
30, Female,*,*, Prof-specialty
43, Male,*,*, Handlers-cleaners
44, Male,*,*, Craft-repair
35, Female,*,*, Exec-managerial
25, Female,*,*, Tech-support
24, Female,*,*, Machine-op-inspct
22, Female,*,*, Prof-specialty
42, Male,*,*, Craft-repair
34, Female,*,*, Sales
60, Female,*,*, Prof-specialty
21, Male,*,*, Handlers-cleaners
57, Male,*,*, Sales
41, Male,*,*, Prof-specialty
50, Male,*,*, Other-service
25, Female,*,*, Exec-managerial
50, Male,*,*, Craft-repair
36, Male,*,*, Prof-specialty
31, Female,*,*, Prof-specialty
29, Male,*,*, Protective-serv
21, Male,*,*, Sales
27, Female,*,*, Tech-support
65, Male,*,*, Transport-moving
37, Female,*,*, Sales
39, Female,*,*, ?
24, Male,*,*, Craft-repair
38, Male,*,*, Sales
48, Male,*,*, Adm-clerical
21, Female,*,*, Other-service
31, Male,*,*, Transport-moving
55, Male,*,*, Sales
24, Female,*,*, Adm-clerical
43, Female,*,*, Adm-clerical
26, Male,*,*, Tech-support
46, Female,*,*, Prof-specialty
35, Male,*,*, Adm-clerical
41, Male,*,*, Farming-fishing
26, Male,*,*, Sales
34, Male,*,*, Exec-managerial
19, Female,*,*, ?
36, Female,*,*, Prof-specialty
22, Male,*,*, Sales
24, Male,*,*, Machine-op-inspct
77, Male,*,*, Sales
22, Female,*,*, Machine-op-inspct
29, Female,*,*, Tech-support
62, Female,*,*, Other-service
39, Male,*,*, Exec-managerial
43, Male,*,*, Craft-repair
35, Male,*,*, Transport-moving
29, Female,*,*, Exec-managerial
76, Male,*,*, Craft-repair
63, Male,*,*, Farming-fishing
23, Female,*,*, ?
43, Female,*,*, Prof-specialty
58, Male,*,*, Handlers-cleaners
66, Male,*,*, Transport-moving
41, Male,*,*, Craft-repair
26, Male,*,*, Adm-clerical
47, Male,*,*, Other-service
55, Male,*,*, Adm-clerical
53, Male,*,*, Transport-moving
17, Male,*,*, Other-service
30, Male,*,*, Craft-repair
49, Male,*,*, Prof-specialty
19, Male,*,*, Sales
45, Male,*,*, Other-service
26, Male,*,*, Sales
38, Male,*,*, Craft-repair
36, Male,*,*, Protective-serv
33, Male,*,*, Farming-fishing
22, Female,*,*, Protective-serv
43, Male,*,*, Sales
67, Male,*,*, ?
30, Female,*,*, ?
56, Male,*,*, Other-service
31, Male,*,*, Prof-specialty
33, Male,*,*, Exec-managerial
26, Male,*,*, Other-service
33, Male,*,*, Exec-managerial
46, Male,*,*, Transport-moving
59, Male,*,*, ?
38, Male,*,*, Adm-clerical
65, Male,*,*, Other-service
40, Male,*,*, Tech-support
42, Female,*,*, Adm-clerical
26, Male,*,*, Craft-repair
36, Female,*,*, Other-service
62, Male,*,*, Prof-specialty
43, Male,*,*, Transport-moving
43, Male,*,*, Exec-managerial
22, Male,*,*, Sales
28, Male,*,*, Craft-repair
56, Male,*,*, Sales
22, Female,*,*, Sales
57, Female,*,*, Exec-managerial
39, Female,*,*, Sales
26, Female,*,*, Adm-clerical
17, Male,*,*, Other-service
40, Male,*,*, Machine-op-inspct
45, Male,*,*, Machine-op-inspct
44, Male,*,*, Craft-repair
20, Female,*,*, Adm-clerical
33, Female,*,*, Craft-repair
23, Male,*,*, Sales
46, Male,*,*, Exec-managerial
38, Male,*,*, Sales
54, Male,*,*, Transport-moving
46, Female,*,*, Craft-repair
25, Male,*,*, Craft-repair
46, Female,*,*, Sales
36, Female,*,*, Transport-moving
23, Female,*,*, Other-service
29, Male,*,*, Machine-op-inspct
44, Female,*,*, Adm-clerical
19, Female,*,*, Adm-clerical
19, Female,*,*, Other-service
35, Female,*,*, Other-service
27, Male,*,*, Craft-repair
46, Male,*,*, Craft-repair
34, Male,*,*, Exec-managerial
34, Female,*,*, Other-service
44, Male,*,*, Tech-support
45, Female,*,*, Handlers-cleaners
20, Female,*,*, ?
25, Male,*,*, Exec-managerial
52, Male,*,*, Exec-managerial
20, Male,*,*, Handlers-cleaners
28, Female,*,*, Other-service
50, Male,*,*, Protective-serv
34, Female,*,*, Tech-support
28, Male,*,*, Handlers-cleaners
41, Male,*,*, Exec-managerial
28, Male,*,*, Adm-clerical
46, Male,*,*, Craft-repair
28, Female,*,*, ?
32, Male,*,*, Exec-managerial
41, Female,*,*, Other-service
24, Female,*,*, Handlers-cleaners
33, Female,*,*, Exec-managerial
46, Male,*,*, Exec-managerial
31, Male,*,*, Machine-op-inspct
35, Male,*,*, Craft-repair
52, Male,*,*, Machine-op-inspct
30, Female,*,*, Other-service
34, Male,*,*, Machine-op-inspct
34, Female,*,*, Transport-moving
20, Male,*,*, Sales
17, Male,*,*, Handlers-cleaners
32, Female,*,*, Exec-managerial
29, Male,*,*, Farming-fishing
33, Female,*,*, Craft-repair
25, Male,*,*, Transport-moving
36, Male,*,*, Prof-specialty
23, Male,*,*, Handlers-cleaners
63, Male,*,*, Exec-managerial
47, Male,*,*, Prof-specialty
17, Male,*,*, ?
40, Female,*,*, Prof-specialty
30, Female,*,*, Other-service
27, Male,*,*, Craft-repair
33, Male,*,*, Prof-specialty
34, Male,*,*, Farming-fishing
34, Female,*,*, Protective-serv
23, Male,*,*, Adm-clerical
42, Female,*,*, Adm-clerical
29, Male,*,*, Prof-specialty
45, Female,*,*, Adm-clerical
24, Male,*,*, Armed-Forces
44, Male,*,*, Prof-specialty
27, Male,*,*, Craft-repair
20, Male,*,*, Sales
44, Female,*,*, Exec-managerial
51, Male,*,*, Craft-repair
20, Male,*,*, Machine-op-inspct
17, Female,*,*, ?
19, Female,*,*, Machine-op-inspct
45, Male,*,*, Craft-repair
60, Male,*,*, Craft-repair
42, Male,*,*, Exec-managerial
44, Female,*,*, Sales
40, Male,*,*, Machine-op-inspct
30, Female,*,*, Exec-managerial
38, Male,*,*, Transport-moving
23, Male,*,*, Transport-moving
32, Male,*,*, ?
44, Male,*,*, Farming-fishing
54, Male,*,*, Transport-moving
32, Male,*,*, Prof-specialty
50, Male,*,*, Craft-repair
24, Female,*,*, Tech-support
37, Female,*,*, Adm-clerical
52, Male,*,*, Transport-moving
38, Male,*,*, Transport-moving
49, Male,*,*, Exec-managerial
30, Female,*,*, Tech-support
60, Male,*,*, Prof-specialty
22, Male,*,*, ?
35, Male,*,*, Craft-repair
30, Male,*,*, Transport-moving
67, Female,*,*, Other-service
46, Female,*,*, Craft-repair
17, Male,*,*, Other-service
22, Male,*,*, Handlers-cleaners
27, Male,*,*, Other-service
23, Female,*,*, Other-service
33, Male,*,*, Craft-repair
43, Male,*,*, Craft-repair
28, Male,*,*, Prof-specialty
41, Female,*,*, Craft-repair
52, Male,*,*, ?
25, Female,*,*, Adm-clerical
63, Male,*,*, ?
59, Male,*,*, Transport-moving
45, Female,*,*, Prof-specialty
38, Male,*,*, Sales
40, Female,*,*, Other-service
46, Male,*,*, Adm-clerical
35, Female,*,*, Exec-managerial
34, Female,*,*, Prof-specialty
33, Male,*,*, Craft-repair
41, Female,*,*, Adm-clerical
20, Male,*,*, Machine-op-inspct
23, Male,*,*, Other-service
26, Female,*,*, Prof-specialty
72, Male,*,*, ?
23, Male,*,*, Farming-fishing
62, Male,*,*, Transport-moving
52, Male,*,*, Adm-clerical
58, Female,*,*, Other-service
25, Female,*,*, Sales
24, Male,*,*, Exec-managerial
19, Male,*,*, Protective-serv
43, Male,*,*, Exec-managerial
47, Female,*,*, Adm-clerical
39, Female,*,*, Other-service
49, Male,*,*, Handlers-cleaners
53, Female,*,*, ?
32, Male,*,*, Craft-repair
34, Male,*,*, Prof-specialty
28, Male,*,*, Craft-repair
57, Female,*,*, ?
25, Female,*,*, Adm-clerical
20, Male,*,*, ?
21, Female,*,*, ?
34, Male,*,*, Prof-specialty
38, Male,*,*, Exec-managerial
50, Male,*,*, Exec-managerial
24, Male,*,*, Handlers-cleaners
37, Male,*,*, Tech-support
44, Male,*,*, Machine-op-inspct
28, Female,*,*, Sales
42, Male,*,*, Exec-managerial
38, Male,*,*, Craft-repair
44, Male,*,*, Prof-specialty
44, Female,*,*, Machine-op-inspct
26, Male,*,*, Machine-op-inspct
36, Male,*,*, Other-service
41, Female,*,*, Exec-managerial
67, Male,*,*, Prof-specialty
39, Male,*,*, Tech-support
57, Female,*,*, Priv-house-serv
29, Male,*,*, Craft-repair
31, Female,*,*, Farming-fishing
34, Female,*,*, ?
44, Male,*,*, Transport-moving
29, Male,*,*, Prof-specialty
30, Female,*,*, Handlers-cleaners
27, Male,*,*, Transport-moving
27, Male,*,*, Sales
32, Female,*,*, Handlers-cleaners
58, Female,*,*, Other-service
35, Male,*,*, Protective-serv
21, Male,*,*, Handlers-cleaners
28, Male,*,*, Craft-repair
46, Male,*,*, Exec-managerial
36, Female,*,*, Other-service
72, Female,*,*, Adm-clerical
35, Female,*,*, Machine-op-inspct
33, Female,*,*, Craft-repair
69, Female,*,*, Machine-op-inspct
35, Male,*,*, Machine-op-inspct
31, Female,*,*, Adm-clerical
34, Female,*,*, Tech-support
30, Male,*,*, Other-service
28, Male,*,*, Transport-moving
54, Male,*,*, Sales
47, Male,*,*, Prof-specialty
24, Female,*,*, Handlers-cleaners
52, Male,*,*, Prof-specialty
20, Male,*,*, Handlers-cleaners
43, Male,*,*, Exec-managerial
45, Female,*,*, Other-service
29, Male,*,*, Craft-repair
47, Male,*,*, Exec-managerial
24, Male,*,*, Craft-repair
51, Male,*,*, Prof-specialty
17, Male,*,*, Sales
37, Male,*,*, Craft-repair
27, Female,*,*, Prof-specialty
29, Male,*,*, Exec-managerial
18, Male,*,*, ?
36, Female,*,*, Sales
58, Female,*,*, Prof-specialty
26, Male,*,*, Craft-repair
65, Male,*,*, ?
57, Male,*,*, Sales
59, Male,*,*, Craft-repair
27, Male,*,*, Machine-op-inspct
31, Male,*,*, Tech-support
21, Female,*,*, Sales
29, Male,*,*, Adm-clerical
18, Male,*,*, Other-service
52, Male,*,*, Craft-repair
57, Male,*,*, Prof-specialty
42, Male,*,*, ?
55, Female,*,*, ?
60, Male,*,*, Transport-moving
31, Male,*,*, Prof-specialty
23, Female,*,*, Adm-clerical
27, Male,*,*, Sales
23, Female,*,*, ?
42, Male,*,*, Prof-specialty
25, Male,*,*, Tech-support
49, Female,*,*, Prof-specialty
32, Male,*,*, Tech-support
19, Male,*,*, Adm-clerical
60, Female,*,*, Other-service
42, Male,*,*, Other-service
35, Male,*,*, Farming-fishing
48, Female,*,*, Adm-clerical
51, Male,*,*, Craft-repair
29, Male,*,*, Craft-repair
36, Male,*,*, Exec-managerial
17, Female,*,*, Other-service
52, Female,*,*, Prof-specialty
24, Male,*,*, Craft-repair
24, Male,*,*, Handlers-cleaners
26, Male,*,*, Prof-specialty
27, Female,*,*, Other-service
39, Male,*,*, Handlers-cleaners
30, Male,*,*, Transport-moving
50, Male,*,*, Exec-managerial
52, Male,*,*, Sales
46, Male,*,*, Prof-specialty
23, Female,*,*, Sales
45, Female,*,*, Other-service
65, Female,*,*, Priv-house-serv
29, Male,*,*, Transport-moving
47, Male,*,*, Handlers-cleaners
30, Male,*,*, Farming-fishing
34, Male,*,*, Sales
38, Male,*,*, Sales
33, Male,*,*, Exec-managerial
49, Male,*,*, Sales
47, Female,*,*, Other-service
49, Female,*,*, Other-service
43, Male,*,*, Craft-repair
30, Female,*,*, Adm-clerical
58, Male,*,*, Craft-repair
19, Female,*,*, Other-service
21, Male,*,*, Handlers-cleaners
33, Male,*,*, Exec-managerial
47, Male,*,*, Transport-moving
52, Male,*,*, Prof-specialty
26, Male,*,*, Craft-repair
60, Male,*,*, Craft-repair
21, Male,*,*, Handlers-cleaners
36, Male,*,*, Sales
31, Male,*,*, Craft-repair
50, Male,*,*, Prof-specialty
31, Female,*,*, Adm-clerical
71, Male,*,*, Craft-repair
58, Male,*,*, ?
30, Male,*,*, Tech-support
20, Male,*,*, Other-service
24, Male,*,*, Exec-managerial
35, Male,*,*, Prof-specialty
38, Female,*,*, Exec-managerial
27, Female,*,*, Machine-op-inspct
29, Female,*,*, Adm-clerical
70, Female,*,*, ?
34, Male,*,*, Craft-repair
44, Male,*,*, Craft-repair
43, Male,*,*, Machine-op-inspct
44, Male,*,*, Handlers-cleaners
35, Male,*,*, Sales
27, Male,*,*, Prof-specialty
43, Male,*,*, Prof-specialty
20, Female,*,*, Sales
42, Female,*,*, Prof-specialty
27, Male,*,*, Transport-moving
42, Male,*,*, Craft-repair
20, Female,*,*, ?
24, Male,*,*, Machine-op-inspct
48, Male,*,*, Exec-managerial
17, Female,*,*, ?
17, Male,*,*, Farming-fishing
33, Male,*,*, Exec-managerial
50, Male,*,*, Sales
22, Female,*,*, Sales
17, Male,*,*, Other-service
32, Male,*,*, Adm-clerical
31, Male,*,*, Craft-repair
58, Male,*,*, Exec-managerial
29, Male,*,*, Protective-serv
37, Male,*,*, Craft-repair
34, Male,*,*, Craft-repair
23, Male,*,*, Exec-managerial
18, Female,*,*, Adm-clerical
34, Female,*,*, Exec-managerial
66, Male,*,*, ?
45, Female,*,*, Prof-specialty
41, Male,*,*, Exec-managerial
26, Male,*,*, Other-service
54, Male,*,*, Farming-fishing
24, Female,*,*, Machine-op-inspct
42, Male,*,*, Prof-specialty
20, Male,*,*, Prof-specialty
23, Female,*,*, Tech-support
25, Male,*,*, ?
35, Male,*,*, Prof-specialty
31, Male,*,*, Tech-support
30, Female,*,*, Prof-specialty
19, Female,*,*, Sales
36, Male,*,*, Prof-specialty
31, Female,*,*, Sales
21, Male,*,*, Handlers-cleaners
31, Male,*,*, Craft-repair
46, Female,*,*, Prof-specialty
44, Female,*,*, Exec-managerial
40, Male,*,*, Other-service
45, Male,*,*, Sales
60, Male,*,*, Craft-repair
18, Male,*,*, Other-service
28, Male,*,*, Prof-specialty
36, Female,*,*, Adm-clerical
36, Male,*,*, Prof-specialty
40, Male,*,*, Tech-support
36, Female,*,*, Adm-clerical
31, Female,*,*, Other-service
33, Male,*,*, Machine-op-inspct
19, Female,*,*, Tech-support
22, Female,*,*, Sales
34, Male,*,*, Exec-managerial
33, Male,*,*, Other-service
41, Male,*,*, Craft-repair
29, Male,*,*, Prof-specialty
50, Male,*,*, Exec-managerial
42, Male,*,*, Exec-managerial
43, Male,*,*, Prof-specialty
44, Female,*,*, Sales
20, Female,*,*, Other-service
31, Male,*,*, Other-service
65, Male,*,*, Exec-managerial
23, Female,*,*, Other-service
55, Female,*,*, Adm-clerical
26, Male,*,*, Adm-clerical
25, Female,*,*, Other-service
45, Female,*,*, ?
35, Male,*,*, Craft-repair
36, Female,*,*, Sales
43, Male,*,*, Prof-specialty
56, Female,*,*, Other-service
42, Male,*,*, Tech-support
19, Female,*,*, Other-service
55, Male,*,*, Transport-moving
42, Female,*,*, Exec-managerial
26, Male,*,*, Tech-support
17, Male,*,*, Handlers-cleaners
42, Female,*,*, Prof-specialty
55, Male,*,*, Transport-moving
32, Female,*,*, Adm-clerical
29, Male,*,*, Craft-repair
46, Male,*,*, Prof-specialty
29, Male,*,*, Exec-managerial
22, Male,*,*, Prof-specialty
58, Male,*,*, Craft-repair
23, Male,*,*, Transport-moving
39, Male,*,*, Handlers-cleaners
27, Male,*,*, Craft-repair
54, Male,*,*, Transport-moving
33, Female,*,*, Prof-specialty
46, Female,*,*, Adm-clerical
37, Male,*,*, Farming-fishing
36, Female,*,*, Other-service
59, Female,*,*, Adm-clerical
34, Male,*,*, Protective-serv
53, Male,*,*, Exec-managerial
51, Male,*,*, Sales
32, Female,*,*, Other-service
31, Male,*,*, Other-service
22, Female,*,*, Sales
47, Female,*,*, Sales
32, Male,*,*, Machine-op-inspct
26, Female,*,*, Farming-fishing
37, Male,*,*, Farming-fishing
31, Male,*,*, Craft-repair
37, Female,*,*, Tech-support
55, Male,*,*, Sales
23, Male,*,*, Tech-support
36, Female,*,*, Adm-clerical
34, Male,*,*, Prof-specialty
43, Male,*,*, Sales
54, Male,*,*, Tech-support
43, Male,*,*, Craft-repair
28, Female,*,*, Machine-op-inspct
40, Male,*,*, Exec-managerial
41, Male,*,*, Exec-managerial
40, Female,*,*, Sales
42, Female,*,*, Adm-clerical
61, Male,*,*, Farming-fishing
18, Male,*,*, Machine-op-inspct
59, Male,*,*, ?
21, Female,*,*, ?
48, Male,*,*, Tech-support
41, Male,*,*, Tech-support
18, Male,*,*, ?
23, Female,*,*, Sales
60, Male,*,*, Transport-moving
22, Male,*,*, Other-service
61, Male,*,*, Machine-op-inspct
25, Male,*,*, Machine-op-inspct
46, Male,*,*, Tech-support
43, Male,*,*, Exec-managerial
43, Male,*,*, Craft-repair
24, Male,*,*, Other-service
68, Male,*,*, Farming-fishing
31, Female,*,*, Adm-clerical
17, Female,*,*, Sales
32, Male,*,*, Craft-repair
50, Male,*,*, ?
33, Male,*,*, Prof-specialty
64, Male,*,*, Prof-specialty
20, Male,*,*, Transport-moving
30, Female,*,*, Other-service
22, Male,*,*, ?
43, Male,*,*, Exec-managerial
22, Male,*,*, Adm-clerical
17, Male,*,*, Farming-fishing
47, Female,*,*, Other-service
41, Female,*,*, Prof-specialty
56, Male,*,*, Craft-repair
64, Male,*,*, Transport-moving
47, Male,*,*, Transport-moving
48, Male,*,*, Adm-clerical
31, Female,*,*, Prof-specialty
29, Male,*,*, Tech-support
30, Female,*,*, Adm-clerical
32, Male,*,*, Exec-managerial
57, Male,*,*, Transport-moving
62, Female,*,*, Other-service
39, Female,*,*, Machine-op-inspct
43, Male,*,*, Adm-clerical
24, Male,*,*, Sales
42, Male,*,*, ?
53, Female,*,*, Adm-clerical
26, Male,*,*, Handlers-cleaners
73, Male,*,*, Exec-managerial
72, Female,*,*, ?
55, Male,*,*, Machine-op-inspct
25, Male,*,*, Adm-clerical
41, Female,*,*, Prof-specialty
24, Male,*,*, Exec-managerial
63, Male,*,*, Farming-fishing
17, Male,*,*, Sales
35, Male,*,*, Craft-repair
51, Male,*,*, Prof-specialty
62, Female,*,*, Prof-specialty
55, Male,*,*, Craft-repair
43, Male,*,*, Prof-specialty
40, Female,*,*, Other-service
37, Male,*,*, Exec-managerial
39, Male,*,*, Craft-repair
31, Male,*,*, Craft-repair
61, Female,*,*, Prof-specialty
26, Female,*,*, Adm-clerical
46, Male,*,*, Sales
26, Female,*,*, Prof-specialty
48, Male,*,*, Prof-specialty
34, Male,*,*, Transport-moving
34, Female,*,*, Adm-clerical
59, Male,*,*, Other-service
34, Female,*,*, Prof-specialty
49, Female,*,*, Exec-managerial
18, Female,*,*, Adm-clerical
43, Male,*,*, Farming-fishing
48, Male,*,*, Exec-managerial
28, Male,*,*, Exec-managerial
33, Male,*,*, Machine-op-inspct
24, Female,*,*, Sales
21, Male,*,*, Handlers-cleaners
17, Male,*,*, Sales
39, Male,*,*, Farming-fishing
29, Male,*,*, Prof-specialty
44, Male,*,*, Exec-managerial
24, Male,*,*, Transport-moving
71, Male,*,*, Sales
51, Male,*,*, Sales
55, Male,*,*, Other-service
41, Male,*,*, Exec-managerial
23, Female,*,*, Handlers-cleaners
38, Female,*,*, Adm-clerical
39, Male,*,*, Transport-moving
19, Female,*,*, Adm-clerical
49, Female,*,*, Machine-op-inspct
32, Male,*,*, Adm-clerical
27, Male,*,*, Craft-repair
38, Male,*,*, Sales
33, Female,*,*, Craft-repair
63, Male,*,*, ?
